event_id,host_id,generated_time,delivery_time,latency,event_type,event_score,is_synthetic_flood,true_state_at_generated_time,true_state_at_delivery_time,true_compromised_at_delivery_time,belief_before,belief_after,belief_delta,entropy_before,entropy_after,entropy_delta,belief_error_before,belief_error_after,belief_error_delta,usefulness_label
event_000000,host_004,0,0,0,network_alert,0.8892330867563341,False,compromised,compromised,1,0.05,0.3923082716890835,0.3423082716890835,0.28639695711595625,0.966273013080417,0.6798760559644608,0.95,0.6076917283109164,-0.3423082716890835,useful
event_000002,host_036,0,0,0,network_alert,0.8661007387608547,False,compromised,compromised,1,0.05,0.38652518469021363,0.33652518469021364,0.28639695711595625,0.9625204774002205,0.6761235202842643,0.95,0.6134748153097864,-0.33652518469021353,useful
event_000003,host_045,0,0,0,network_alert,0.24945525697760965,False,benign,benign,0,0.05,0.2323638142444024,0.1823638142444024,0.28639695711595625,0.7821092580413247,0.49571230092536844,0.05,0.2323638142444024,0.1823638142444024,misleading
event_000005,host_004,1,1,0,endpoint_alert,0.8124987210832572,False,compromised,compromised,1,0.38888518897219265,0.7720098692430069,0.3831246802708142,0.9640763521372211,0.7744911626678539,-0.1895851894693672,0.6111148110278073,0.22799013075699315,-0.38312468027081414,useful
event_000006,host_021,1,1,0,auth_alert,0.6342181870947439,False,compromised,compromised,1,0.05,0.28855454677368597,0.23855454677368598,0.28639695711595625,0.8668467318596339,0.5804497747436776,0.95,0.711445453226314,-0.23855454677368593,useful
event_000007,host_031,1,1,0,endpoint_alert,0.6333069693401183,False,compromised,compromised,1,0.05,0.38832674233502956,0.3383267423350296,0.28639695711595625,0.9637112427968937,0.6773142856809374,0.95,0.6116732576649704,-0.3383267423350296,useful
event_000010,host_019,2,2,0,endpoint_alert,0.49628279774180833,False,suspicious,suspicious,0,0.05,0.35407069943545205,0.30407069943545206,0.28639695711595625,0.9376510869299901,0.6512541298140339,0.05,0.35407069943545205,0.30407069943545206,misleading
event_000011,host_021,2,2,0,endpoint_alert,0.7014507519749196,False,compromised,compromised,1,0.28616900130594913,0.641531689299679,0.35536268799372983,0.8637209392781812,0.9414044224913982,0.07768348321321705,0.7138309986940509,0.35846831070032104,-0.35536268799372983,useful
event_000012,host_036,2,2,0,network_alert,0.6874813165400547,False,compromised,compromised,1,0.3798283335148784,0.671698662649892,0.2918703291350136,0.9579206893113323,0.9131814353840384,-0.04473925392729394,0.6201716664851216,0.328301337350108,-0.29187032913501354,useful
event_000013,host_049,2,2,0,endpoint_alert,0.9771027143412181,False,compromised,compromised,1,0.05,0.4742756785853045,0.4242756785853045,0.28639695711595625,0.998089776676022,0.7116928195600657,0.95,0.5257243214146955,-0.42427567858530446,useful
event_000015,host_024,3,3,0,auth_alert,0.08954666533595632,False,benign,benign,0,0.05,0.15238666633398906,0.10238666633398906,0.28639695711595625,0.6157808507939632,0.3293838936780069,0.05,0.15238666633398906,0.10238666633398906,misleading
event_000016,host_038,3,3,0,endpoint_alert,0.8518884008501613,False,compromised,compromised,1,0.05,0.4429721002125403,0.3929721002125403,0.28639695711595625,0.9905957363279251,0.7041987792119688,0.95,0.5570278997874597,-0.39297210021254025,useful
event_000018,host_002,4,4,0,auth_alert,0.2988285844648209,False,benign,benign,0,0.05,0.20470714611620522,0.15470714611620523,0.28639695711595625,0.7312430733802844,0.44484611626432813,0.05,0.20470714611620522,0.15470714611620523,misleading
event_000019,host_004,4,4,0,endpoint_alert,0.8302860118660041,False,compromised,compromised,1,0.7505654541166203,0.999,0.24843454588337965,0.8103806701761351,0.011407757737461145,-0.798972912438674,0.24943454588337965,0.0010000000000000009,-0.24843454588337965,useful
event_000020,host_027,4,4,0,auth_alert,0.308459206534576,False,suspicious,suspicious,0,0.05,0.20711480163364399,0.157114801633644,0.28639695711595625,0.7359314713673393,0.449534514251383,0.05,0.20711480163364399,0.157114801633644,misleading
event_000022,host_036,4,4,0,auth_alert,0.6899630510196705,False,compromised,compromised,1,0.6593268592631591,0.9118176220180767,0.25249076275491755,0.9254613982870645,0.43037355506529823,-0.4950878432217663,0.34067314073684085,0.0881823779819233,-0.25249076275491755,useful
event_000023,host_038,4,4,0,endpoint_alert,0.6187165655724857,False,compromised,compromised,1,0.4390423792104149,0.7737215206035363,0.3346791413931214,0.9892516575440206,0.7714672306052899,-0.21778442693873068,0.5609576207895851,0.22627847939646373,-0.3346791413931214,useful
event_000024,host_004,5,5,0,endpoint_alert,0.9258774147665718,False,compromised,compromised,1,0.98951,0.999,0.009489999999999998,0.08402430226459584,0.011407757737461145,-0.0726165445271347,0.01049,0.0010000000000000009,-0.009489999999999998,useful
event_000029,host_004,6,6,0,auth_alert,0.8499880483154005,False,compromised,compromised,1,0.98951,0.999,0.009489999999999998,0.08402430226459584,0.011407757737461145,-0.0726165445271347,0.01049,0.0010000000000000009,-0.009489999999999998,useful
event_000030,host_031,6,6,0,endpoint_alert,0.8607166187400705,False,compromised,compromised,1,0.37174536557569415,0.7669245202607118,0.39517915468501763,0.9520028097861255,0.7833341491574821,-0.16866866062864339,0.6282546344243058,0.23307547973928822,-0.39517915468501763,useful
event_000031,host_032,6,6,0,auth_alert,0.29761985335889635,False,benign,benign,0,0.05,0.20440496333972408,0.1544049633397241,0.28639695711595625,0.7306510174996994,0.44425406038374315,0.05,0.20440496333972408,0.1544049633397241,misleading
event_000039,host_031,7,7,0,endpoint_alert,0.6551494967727188,False,compromised,compromised,1,0.7597552750581047,0.999,0.2392447249418953,0.7954470116041641,0.011407757737461145,-0.7840392538667029,0.2402447249418953,0.0010000000000000009,-0.2392447249418953,useful
event_000041,host_038,7,7,0,endpoint_alert,0.6453026599551429,False,compromised,compromised,1,0.7522262677200906,0.999,0.2467737322799094,0.8077304679875146,0.011407757737461145,-0.7963227102500534,0.2477737322799094,0.0010000000000000009,-0.2467737322799094,useful
event_000042,host_047,7,7,0,endpoint_alert,0.7204755463005503,False,compromised,compromised,1,0.05,0.41011888657513756,0.3601188865751376,0.28639695711595625,0.9765628528872698,0.6901658957713136,0.95,0.5898811134248625,-0.36011888657513746,useful
event_000044,host_011,8,8,0,network_alert,0.9368330969550089,False,compromised,compromised,1,0.05,0.4042082742387522,0.35420827423875223,0.28639695711595625,0.9733591103885904,0.6869621532726341,0.95,0.5957917257612477,-0.35420827423875223,useful
