event_id,delivery_time,generated_time,host_id,event_type,event_score,is_synthetic_flood,belief_before,belief_after,belief_delta,entropy_before,entropy_after,entropy_delta
event_000000,0,0,host_004,network_alert,0.8892330867563341,False,0.05,0.3923082716890835,0.3423082716890835,0.28639695711595625,0.966273013080417,0.6798760559644608
event_000001,0,0,host_031,endpoint_alert,0.6719991164520286,False,0.05,0.39799977911300716,0.34799977911300717,0.28639695711595625,0.9697685084077845,0.6833715512918282
event_000002,0,0,host_036,network_alert,0.8661007387608547,False,0.05,0.38652518469021363,0.33652518469021364,0.28639695711595625,0.9625204774002205,0.6761235202842643
event_000003,0,0,host_045,network_alert,0.24945525697760965,False,0.05,0.2323638142444024,0.1823638142444024,0.28639695711595625,0.7821092580413247,0.49571230092536844
event_000005,1,1,host_004,endpoint_alert,0.8124987210832572,False,0.38888518897219265,0.7720098692430069,0.3831246802708142,0.9640763521372211,0.7744911626678539,-0.1895851894693672
event_000006,1,1,host_021,auth_alert,0.6342181870947439,False,0.05,0.28855454677368597,0.23855454677368598,0.28639695711595625,0.8668467318596339,0.5804497747436776
event_000007,1,1,host_031,endpoint_alert,0.6333069693401183,False,0.3945197813218771,0.7328465236569066,0.3383267423350295,0.9676544653980874,0.8373503335495945,-0.13030413184849288
event_000009,2,2,host_004,endpoint_alert,0.6158133860675191,False,0.7647897705505767,0.999,0.23421022944942327,0.7869839111633566,0.011407757737461145,-0.7755761534258955
event_000010,2,2,host_019,endpoint_alert,0.49628279774180833,False,0.05,0.35407069943545205,0.30407069943545206,0.28639695711595625,0.9376510869299901,0.6512541298140339
event_000011,2,2,host_021,endpoint_alert,0.7014507519749196,False,0.28616900130594913,0.641531689299679,0.35536268799372983,0.8637209392781812,0.9414044224913982,0.07768348321321705
event_000012,2,2,host_036,network_alert,0.6874813165400547,False,0.3798283335148784,0.671698662649892,0.2918703291350136,0.9579206893113323,0.9131814353840384,-0.04473925392729394
event_000013,2,2,host_049,endpoint_alert,0.9771027143412181,False,0.05,0.4742756785853045,0.4242756785853045,0.28639695711595625,0.998089776676022,0.7116928195600657
event_000014,3,3,host_004,endpoint_alert,0.8933647242021754,False,0.98951,0.999,0.009489999999999998,0.08402430226459584,0.011407757737461145,-0.0726165445271347
