time,host_id,belief_compromised,belief_entropy,true_state,true_compromised,belief_error
0,host_000,0.05,0.28639695711595625,benign,0,0.05
0,host_001,0.05,0.28639695711595625,benign,0,0.05
0,host_002,0.05,0.28639695711595625,benign,0,0.05
0,host_003,0.05,0.28639695711595625,benign,0,0.05
0,host_004,0.3923082716890835,0.966273013080417,compromised,1,0.6076917283109164
0,host_005,0.05,0.28639695711595625,benign,0,0.05
0,host_006,0.05,0.28639695711595625,benign,0,0.05
0,host_007,0.05,0.28639695711595625,benign,0,0.05
0,host_008,0.05,0.28639695711595625,benign,0,0.05
0,host_009,0.05,0.28639695711595625,benign,0,0.05
0,host_010,0.05,0.28639695711595625,benign,0,0.05
0,host_011,0.05,0.28639695711595625,benign,0,0.05
0,host_012,0.05,0.28639695711595625,benign,0,0.05
0,host_013,0.05,0.28639695711595625,benign,0,0.05
0,host_014,0.05,0.28639695711595625,benign,0,0.05
0,host_015,0.05,0.28639695711595625,benign,0,0.05
0,host_016,0.05,0.28639695711595625,benign,0,0.05
0,host_017,0.05,0.28639695711595625,benign,0,0.05
0,host_018,0.05,0.28639695711595625,benign,0,0.05
0,host_019,0.05,0.28639695711595625,benign,0,0.05
0,host_020,0.05,0.28639695711595625,benign,0,0.05
0,host_021,0.05,0.28639695711595625,compromised,1,0.95
0,host_022,0.05,0.28639695711595625,benign,0,0.05
0,host_023,0.05,0.28639695711595625,benign,0,0.05
0,host_024,0.05,0.28639695711595625,benign,0,0.05
0,host_025,0.05,0.28639695711595625,benign,0,0.05
0,host_026,0.05,0.28639695711595625,benign,0,0.05
0,host_027,0.05,0.28639695711595625,benign,0,0.05
0,host_028,0.05,0.28639695711595625,benign,0,0.05
0,host_029,0.05,0.28639695711595625,benign,0,0.05
0,host_030,0.05,0.28639695711595625,benign,0,0.05
0,host_031,0.39799977911300716,0.9697685084077845,compromised,1,0.6020002208869928
0,host_032,0.05,0.28639695711595625,benign,0,0.05
0,host_033,0.05,0.28639695711595625,benign,0,0.05
0,host_034,0.05,0.28639695711595625,benign,0,0.05
0,host_035,0.05,0.28639695711595625,benign,0,0.05
0,host_036,0.38652518469021363,0.9625204774002205,compromised,1,0.6134748153097864
0,host_037,0.05,0.28639695711595625,benign,0,0.05
0,host_038,0.05,0.28639695711595625,benign,0,0.05
0,host_039,0.05,0.28639695711595625,benign,0,0.05
0,host_040,0.05,0.28639695711595625,benign,0,0.05
0,host_041,0.05,0.28639695711595625,benign,0,0.05
0,host_042,0.05,0.28639695711595625,benign,0,0.05
0,host_043,0.05,0.28639695711595625,benign,0,0.05
0,host_044,0.05,0.28639695711595625,benign,0,0.05
0,host_045,0.2323638142444024,0.7821092580413247,benign,0,0.2323638142444024
0,host_046,0.05,0.28639695711595625,benign,0,0.05
0,host_047,0.05,0.28639695711595625,benign,0,0.05
0,host_048,0.05,0.28639695711595625,benign,0,0.05
0,host_049,0.29088035698591747,0.8698557480683076,compromised,1,0.7091196430140825
1,host_000,0.05,0.28639695711595625,benign,0,0.05
1,host_001,0.05,0.28639695711595625,benign,0,0.05
1,host_002,0.05,0.28639695711595625,benign,0,0.05
1,host_003,0.05,0.28639695711595625,benign,0,0.05
1,host_004,0.7720098692430069,0.7744911626678539,compromised,1,0.22799013075699315
1,host_005,0.05,0.28639695711595625,benign,0,0.05
1,host_006,0.05,0.28639695711595625,benign,0,0.05
1,host_007,0.05,0.28639695711595625,benign,0,0.05
1,host_008,0.05,0.28639695711595625,benign,0,0.05
1,host_009,0.05,0.28639695711595625,benign,0,0.05
1,host_010,0.05,0.28639695711595625,benign,0,0.05
1,host_011,0.05,0.28639695711595625,benign,0,0.05
1,host_012,0.05,0.28639695711595625,benign,0,0.05
